date,month,product,category,region,quantity,unit_price,total_sales
2025-03-29,March,Espresso,Beverage,Suburban,3,3.25,9.75
2025-03-29,March,Croissant,Bakery,Downtown,3,3.75,11.25
2025-03-29,March,Latte,Beverage,Uptown,1,4.5,4.5
2025-03-29,March,Croissant,Bakery,Uptown,3,3.75,11.25
2025-03-29,March,Latte,Beverage,Suburban,3,4.5,13.5
2025-03-29,March,Muffin,Bakery,Uptown,2,3.25,6.5
2025-03-29,March,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-03-29,March,Bagel,Bakery,Uptown,1,2.95,2.95
2025-03-29,March,Latte,Beverage,Suburban,2,4.5,9.0
2025-03-29,March,Bagel,Bakery,Downtown,3,2.95,8.85
2025-03-29,March,Latte,Beverage,Uptown,3,4.5,13.5
2025-03-29,March,Espresso,Beverage,Uptown,3,3.25,9.75
2025-03-29,March,Espresso,Beverage,Uptown,3,3.25,9.75
2025-03-29,March,Croissant,Bakery,Uptown,3,3.75,11.25
2025-03-29,March,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-03-29,March,Espresso,Beverage,Downtown,3,3.25,9.75
2025-03-29,March,Croissant,Bakery,Downtown,1,3.75,3.75
2025-03-29,March,Croissant,Bakery,Uptown,3,3.75,11.25
2025-03-29,March,Espresso,Beverage,Downtown,1,3.25,3.25
2025-03-30,March,Latte,Beverage,Downtown,2,4.5,9.0
2025-03-30,March,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-03-30,March,Croissant,Bakery,Downtown,1,3.75,3.75
2025-03-30,March,Muffin,Bakery,Uptown,1,3.25,3.25
2025-03-30,March,Latte,Beverage,Uptown,1,4.5,4.5
2025-03-30,March,Bagel,Bakery,Suburban,1,2.95,2.95
2025-03-30,March,Croissant,Bakery,Downtown,3,3.75,11.25
2025-03-30,March,Bagel,Bakery,Suburban,1,2.95,2.95
2025-03-30,March,Croissant,Bakery,Downtown,2,3.75,7.5
2025-03-30,March,Croissant,Bakery,Uptown,1,3.75,3.75
2025-03-30,March,Muffin,Bakery,Downtown,1,3.25,3.25
2025-03-30,March,Latte,Beverage,Downtown,1,4.5,4.5
2025-03-30,March,Latte,Beverage,Downtown,2,4.5,9.0
2025-03-30,March,Muffin,Bakery,Suburban,3,3.25,9.75
2025-03-30,March,Croissant,Bakery,Suburban,1,3.75,3.75
2025-03-30,March,Latte,Beverage,Uptown,2,4.5,9.0
2025-03-30,March,Muffin,Bakery,Suburban,2,3.25,6.5
2025-03-30,March,Bagel,Bakery,Suburban,2,2.95,5.9
2025-03-30,March,Latte,Beverage,Downtown,3,4.5,13.5
2025-03-30,March,Bagel,Bakery,Suburban,2,2.95,5.9
2025-03-30,March,Espresso,Beverage,Suburban,2,3.25,6.5
2025-03-30,March,Espresso,Beverage,Downtown,1,3.25,3.25
2025-03-30,March,Latte,Beverage,Uptown,2,4.5,9.0
2025-03-30,March,Latte,Beverage,Downtown,1,4.5,4.5
2025-03-30,March,Bagel,Bakery,Downtown,3,2.95,8.85
2025-03-30,March,Latte,Beverage,Suburban,1,4.5,4.5
2025-03-30,March,Muffin,Bakery,Downtown,3,3.25,9.75
2025-03-30,March,Croissant,Bakery,Suburban,1,3.75,3.75
2025-03-31,March,Latte,Beverage,Uptown,3,4.5,13.5
2025-03-31,March,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-03-31,March,Bagel,Bakery,Downtown,1,2.95,2.95
2025-03-31,March,Muffin,Bakery,Uptown,1,3.25,3.25
2025-03-31,March,Muffin,Bakery,Uptown,2,3.25,6.5
2025-03-31,March,Espresso,Beverage,Uptown,2,3.25,6.5
2025-03-31,March,Croissant,Bakery,Downtown,1,3.75,3.75
2025-03-31,March,Muffin,Bakery,Suburban,3,3.25,9.75
2025-03-31,March,Latte,Beverage,Downtown,3,4.5,13.5
2025-03-31,March,Croissant,Bakery,Suburban,1,3.75,3.75
2025-03-31,March,Latte,Beverage,Downtown,3,4.5,13.5
2025-03-31,March,Muffin,Bakery,Downtown,2,3.25,6.5
2025-03-31,March,Latte,Beverage,Downtown,3,4.5,13.5
2025-03-31,March,Latte,Beverage,Downtown,2,4.5,9.0
2025-03-31,March,Espresso,Beverage,Suburban,2,3.25,6.5
2025-03-31,March,Muffin,Bakery,Downtown,3,3.25,9.75
2025-03-31,March,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-03-31,March,Croissant,Bakery,Suburban,1,3.75,3.75
2025-03-31,March,Espresso,Beverage,Suburban,1,3.25,3.25
2025-03-31,March,Croissant,Bakery,Uptown,3,3.75,11.25
2025-03-31,March,Bagel,Bakery,Downtown,2,2.95,5.9
2025-03-31,March,Espresso,Beverage,Downtown,3,3.25,9.75
2025-03-31,March,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-04-01,April,Latte,Beverage,Suburban,2,4.5,9.0
2025-04-01,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-01,April,Muffin,Bakery,Uptown,2,3.25,6.5
2025-04-01,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-01,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-01,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-01,April,Espresso,Beverage,Uptown,1,3.25,3.25
2025-04-01,April,Latte,Beverage,Suburban,2,4.5,9.0
2025-04-01,April,Espresso,Beverage,Downtown,2,3.25,6.5
2025-04-01,April,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-04-01,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-01,April,Muffin,Bakery,Uptown,3,3.25,9.75
2025-04-01,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-01,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-01,April,Espresso,Beverage,Suburban,1,3.25,3.25
2025-04-01,April,Espresso,Beverage,Downtown,2,3.25,6.5
2025-04-01,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-01,April,Espresso,Beverage,Uptown,1,3.25,3.25
2025-04-01,April,Espresso,Beverage,Uptown,3,3.25,9.75
2025-04-01,April,Latte,Beverage,Uptown,3,4.5,13.5
2025-04-01,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-01,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-01,April,Muffin,Bakery,Downtown,2,3.25,6.5
2025-04-02,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-02,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-02,April,Croissant,Bakery,Suburban,2,3.75,7.5
2025-04-02,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-02,April,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-04-02,April,Espresso,Beverage,Suburban,1,3.25,3.25
2025-04-02,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-02,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-02,April,Espresso,Beverage,Downtown,2,3.25,6.5
2025-04-02,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-02,April,Espresso,Beverage,Uptown,1,3.25,3.25
2025-04-02,April,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-04-02,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-02,April,Latte,Beverage,Uptown,2,4.5,9.0
2025-04-02,April,Espresso,Beverage,Downtown,2,3.25,6.5
2025-04-02,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-03,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-03,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-03,April,Croissant,Bakery,Suburban,3,3.75,11.25
2025-04-03,April,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-04-03,April,Latte,Beverage,Downtown,1,4.5,4.5
2025-04-03,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-03,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-03,April,Muffin,Bakery,Suburban,3,3.25,9.75
2025-04-03,April,Bagel,Bakery,Suburban,2,2.95,5.9
2025-04-03,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-03,April,Latte,Beverage,Uptown,2,4.5,9.0
2025-04-03,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-03,April,Espresso,Beverage,Suburban,1,3.25,3.25
2025-04-03,April,Latte,Beverage,Suburban,2,4.5,9.0
2025-04-03,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-03,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-03,April,Muffin,Bakery,Suburban,3,3.25,9.75
2025-04-03,April,Muffin,Bakery,Downtown,2,3.25,6.5
2025-04-03,April,Latte,Beverage,Uptown,2,4.5,9.0
2025-04-03,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-03,April,Latte,Beverage,Downtown,1,4.5,4.5
2025-04-03,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-03,April,Croissant,Bakery,Downtown,1,3.75,3.75
2025-04-03,April,Espresso,Beverage,Suburban,2,3.25,6.5
2025-04-03,April,Latte,Beverage,Downtown,1,4.5,4.5
2025-04-03,April,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-04-04,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-04,April,Muffin,Bakery,Suburban,3,3.25,9.75
2025-04-04,April,Latte,Beverage,Downtown,1,4.5,4.5
2025-04-04,April,Bagel,Bakery,Downtown,2,2.95,5.9
2025-04-04,April,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-04-04,April,Croissant,Bakery,Downtown,3,3.75,11.25
2025-04-04,April,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-04-04,April,Croissant,Bakery,Uptown,2,3.75,7.5
2025-04-04,April,Latte,Beverage,Uptown,3,4.5,13.5
2025-04-04,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-04,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-04,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-04,April,Croissant,Bakery,Downtown,1,3.75,3.75
2025-04-04,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-04,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-04,April,Espresso,Beverage,Suburban,2,3.25,6.5
2025-04-04,April,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-04-04,April,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-04-04,April,Muffin,Bakery,Suburban,2,3.25,6.5
2025-04-04,April,Latte,Beverage,Suburban,1,4.5,4.5
2025-04-04,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-04,April,Latte,Beverage,Suburban,2,4.5,9.0
2025-04-04,April,Muffin,Bakery,Suburban,2,3.25,6.5
2025-04-04,April,Croissant,Bakery,Downtown,3,3.75,11.25
2025-04-05,April,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-04-05,April,Latte,Beverage,Downtown,3,4.5,13.5
2025-04-05,April,Croissant,Bakery,Uptown,2,3.75,7.5
2025-04-05,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-05,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-05,April,Latte,Beverage,Uptown,3,4.5,13.5
2025-04-05,April,Espresso,Beverage,Downtown,2,3.25,6.5
2025-04-05,April,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-04-05,April,Espresso,Beverage,Uptown,2,3.25,6.5
2025-04-05,April,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-04-05,April,Muffin,Bakery,Uptown,2,3.25,6.5
2025-04-05,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-05,April,Espresso,Beverage,Uptown,3,3.25,9.75
2025-04-05,April,Muffin,Bakery,Uptown,3,3.25,9.75
2025-04-05,April,Bagel,Bakery,Downtown,2,2.95,5.9
2025-04-05,April,Espresso,Beverage,Suburban,1,3.25,3.25
2025-04-05,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-05,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-05,April,Espresso,Beverage,Uptown,3,3.25,9.75
2025-04-05,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-05,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-05,April,Croissant,Bakery,Downtown,1,3.75,3.75
2025-04-06,April,Bagel,Bakery,Suburban,3,2.95,8.85
2025-04-06,April,Croissant,Bakery,Suburban,2,3.75,7.5
2025-04-06,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-06,April,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-04-06,April,Muffin,Bakery,Downtown,3,3.25,9.75
2025-04-06,April,Espresso,Beverage,Suburban,1,3.25,3.25
2025-04-06,April,Latte,Beverage,Downtown,1,4.5,4.5
2025-04-06,April,Bagel,Bakery,Suburban,2,2.95,5.9
2025-04-06,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-06,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-06,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-06,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-06,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-06,April,Espresso,Beverage,Uptown,3,3.25,9.75
2025-04-06,April,Latte,Beverage,Downtown,3,4.5,13.5
2025-04-06,April,Espresso,Beverage,Uptown,1,3.25,3.25
2025-04-07,April,Latte,Beverage,Uptown,2,4.5,9.0
2025-04-07,April,Croissant,Bakery,Suburban,2,3.75,7.5
2025-04-07,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-07,April,Croissant,Bakery,Uptown,1,3.75,3.75
2025-04-07,April,Muffin,Bakery,Uptown,3,3.25,9.75
2025-04-07,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-07,April,Muffin,Bakery,Uptown,2,3.25,6.5
2025-04-07,April,Muffin,Bakery,Suburban,3,3.25,9.75
2025-04-07,April,Espresso,Beverage,Suburban,2,3.25,6.5
2025-04-07,April,Muffin,Bakery,Uptown,1,3.25,3.25
2025-04-07,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-07,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-07,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-07,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-07,April,Croissant,Bakery,Suburban,2,3.75,7.5
2025-04-07,April,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-04-07,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-07,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-07,April,Latte,Beverage,Suburban,2,4.5,9.0
2025-04-07,April,Croissant,Bakery,Downtown,1,3.75,3.75
2025-04-08,April,Latte,Beverage,Suburban,2,4.5,9.0
2025-04-08,April,Latte,Beverage,Uptown,2,4.5,9.0
2025-04-08,April,Espresso,Beverage,Uptown,2,3.25,6.5
2025-04-08,April,Espresso,Beverage,Uptown,3,3.25,9.75
2025-04-08,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-08,April,Espresso,Beverage,Uptown,1,3.25,3.25
2025-04-08,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-08,April,Croissant,Bakery,Uptown,1,3.75,3.75
2025-04-08,April,Bagel,Bakery,Uptown,2,2.95,5.9
2025-04-08,April,Latte,Beverage,Downtown,3,4.5,13.5
2025-04-08,April,Latte,Beverage,Suburban,1,4.5,4.5
2025-04-08,April,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-04-08,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-08,April,Croissant,Bakery,Suburban,3,3.75,11.25
2025-04-08,April,Croissant,Bakery,Suburban,3,3.75,11.25
2025-04-08,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-08,April,Latte,Beverage,Downtown,3,4.5,13.5
2025-04-08,April,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-04-08,April,Bagel,Bakery,Downtown,2,2.95,5.9
2025-04-08,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-08,April,Bagel,Bakery,Downtown,3,2.95,8.85
2025-04-08,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-08,April,Muffin,Bakery,Uptown,2,3.25,6.5
2025-04-08,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-08,April,Bagel,Bakery,Uptown,2,2.95,5.9
2025-04-09,April,Bagel,Bakery,Suburban,1,2.95,2.95
2025-04-09,April,Muffin,Bakery,Uptown,3,3.25,9.75
2025-04-09,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-09,April,Bagel,Bakery,Suburban,2,2.95,5.9
2025-04-09,April,Espresso,Beverage,Uptown,3,3.25,9.75
2025-04-09,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-09,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-09,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-09,April,Latte,Beverage,Uptown,2,4.5,9.0
2025-04-09,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-09,April,Espresso,Beverage,Suburban,1,3.25,3.25
2025-04-09,April,Latte,Beverage,Uptown,3,4.5,13.5
2025-04-09,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-09,April,Espresso,Beverage,Uptown,2,3.25,6.5
2025-04-09,April,Espresso,Beverage,Uptown,2,3.25,6.5
2025-04-09,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-09,April,Bagel,Bakery,Suburban,3,2.95,8.85
2025-04-09,April,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-04-09,April,Croissant,Bakery,Uptown,1,3.75,3.75
2025-04-09,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-09,April,Latte,Beverage,Downtown,3,4.5,13.5
2025-04-09,April,Espresso,Beverage,Suburban,2,3.25,6.5
2025-04-10,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-10,April,Espresso,Beverage,Uptown,2,3.25,6.5
2025-04-10,April,Latte,Beverage,Suburban,1,4.5,4.5
2025-04-10,April,Latte,Beverage,Downtown,1,4.5,4.5
2025-04-10,April,Bagel,Bakery,Downtown,2,2.95,5.9
2025-04-10,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-10,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-10,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-10,April,Bagel,Bakery,Downtown,3,2.95,8.85
2025-04-10,April,Muffin,Bakery,Uptown,3,3.25,9.75
2025-04-10,April,Croissant,Bakery,Downtown,1,3.75,3.75
2025-04-10,April,Espresso,Beverage,Suburban,1,3.25,3.25
2025-04-10,April,Croissant,Bakery,Downtown,3,3.75,11.25
2025-04-10,April,Bagel,Bakery,Suburban,1,2.95,2.95
2025-04-10,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-10,April,Muffin,Bakery,Uptown,1,3.25,3.25
2025-04-10,April,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-04-10,April,Espresso,Beverage,Downtown,2,3.25,6.5
2025-04-10,April,Muffin,Bakery,Downtown,3,3.25,9.75
2025-04-11,April,Espresso,Beverage,Uptown,2,3.25,6.5
2025-04-11,April,Latte,Beverage,Downtown,2,4.5,9.0
2025-04-11,April,Muffin,Bakery,Suburban,3,3.25,9.75
2025-04-11,April,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-04-11,April,Muffin,Bakery,Uptown,2,3.25,6.5
2025-04-11,April,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-04-11,April,Muffin,Bakery,Suburban,2,3.25,6.5
2025-04-11,April,Muffin,Bakery,Suburban,2,3.25,6.5
2025-04-11,April,Latte,Beverage,Downtown,3,4.5,13.5
2025-04-11,April,Croissant,Bakery,Uptown,1,3.75,3.75
2025-04-11,April,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-04-11,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-11,April,Croissant,Bakery,Downtown,3,3.75,11.25
2025-04-11,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-11,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-11,April,Latte,Beverage,Uptown,2,4.5,9.0
2025-04-11,April,Latte,Beverage,Suburban,2,4.5,9.0
2025-04-11,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-11,April,Croissant,Bakery,Uptown,2,3.75,7.5
2025-04-11,April,Espresso,Beverage,Suburban,2,3.25,6.5
2025-04-11,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-11,April,Muffin,Bakery,Uptown,2,3.25,6.5
2025-04-11,April,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-04-11,April,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-04-11,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-11,April,Croissant,Bakery,Suburban,3,3.75,11.25
2025-04-12,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-12,April,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-04-12,April,Muffin,Bakery,Downtown,2,3.25,6.5
2025-04-12,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-12,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-12,April,Latte,Beverage,Uptown,3,4.5,13.5
2025-04-12,April,Bagel,Bakery,Suburban,3,2.95,8.85
2025-04-12,April,Bagel,Bakery,Suburban,2,2.95,5.9
2025-04-12,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-12,April,Muffin,Bakery,Uptown,3,3.25,9.75
2025-04-12,April,Croissant,Bakery,Suburban,2,3.75,7.5
2025-04-12,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-12,April,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-04-12,April,Bagel,Bakery,Suburban,2,2.95,5.9
2025-04-12,April,Espresso,Beverage,Downtown,3,3.25,9.75
2025-04-13,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-13,April,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-04-13,April,Espresso,Beverage,Uptown,1,3.25,3.25
2025-04-13,April,Espresso,Beverage,Uptown,1,3.25,3.25
2025-04-13,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-13,April,Croissant,Bakery,Suburban,1,3.75,3.75
2025-04-13,April,Croissant,Bakery,Downtown,3,3.75,11.25
2025-04-13,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-13,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-13,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-13,April,Latte,Beverage,Downtown,1,4.5,4.5
2025-04-13,April,Croissant,Bakery,Uptown,2,3.75,7.5
2025-04-13,April,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-04-13,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-13,April,Bagel,Bakery,Suburban,2,2.95,5.9
2025-04-13,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-13,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-13,April,Latte,Beverage,Downtown,1,4.5,4.5
2025-04-13,April,Muffin,Bakery,Uptown,3,3.25,9.75
2025-04-13,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-14,April,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-04-14,April,Muffin,Bakery,Uptown,2,3.25,6.5
2025-04-14,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-14,April,Latte,Beverage,Suburban,1,4.5,4.5
2025-04-14,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-14,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-14,April,Croissant,Bakery,Downtown,3,3.75,11.25
2025-04-14,April,Latte,Beverage,Suburban,1,4.5,4.5
2025-04-14,April,Bagel,Bakery,Downtown,1,2.95,2.95
2025-04-14,April,Latte,Beverage,Uptown,3,4.5,13.5
2025-04-14,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-14,April,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-04-14,April,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-04-14,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-14,April,Espresso,Beverage,Uptown,3,3.25,9.75
2025-04-14,April,Muffin,Bakery,Uptown,2,3.25,6.5
2025-04-14,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-14,April,Bagel,Bakery,Suburban,3,2.95,8.85
2025-04-14,April,Bagel,Bakery,Downtown,2,2.95,5.9
2025-04-14,April,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-04-14,April,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-04-14,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-14,April,Latte,Beverage,Uptown,3,4.5,13.5
2025-04-14,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-15,April,Bagel,Bakery,Suburban,2,2.95,5.9
2025-04-15,April,Muffin,Bakery,Downtown,3,3.25,9.75
2025-04-15,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-15,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-15,April,Espresso,Beverage,Uptown,1,3.25,3.25
2025-04-15,April,Bagel,Bakery,Uptown,1,2.95,2.95
2025-04-15,April,Bagel,Bakery,Downtown,3,2.95,8.85
2025-04-15,April,Croissant,Bakery,Downtown,1,3.75,3.75
2025-04-15,April,Latte,Beverage,Downtown,2,4.5,9.0
2025-04-15,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-15,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-15,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-15,April,Bagel,Bakery,Uptown,3,2.95,8.85
2025-04-15,April,Croissant,Bakery,Uptown,3,3.75,11.25
2025-04-15,April,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-04-15,April,Bagel,Bakery,Downtown,1,2.95,2.95
2025-04-15,April,Bagel,Bakery,Uptown,2,2.95,5.9
2025-04-15,April,Latte,Beverage,Suburban,1,4.5,4.5
2025-04-15,April,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-04-15,April,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-04-15,April,Croissant,Bakery,Suburban,3,3.75,11.25
2025-04-15,April,Latte,Beverage,Suburban,3,4.5,13.5
2025-04-16,April,Espresso,Beverage,Downtown,1,3.25,3.25
2025-04-16,April,Espresso,Beverage,Suburban,3,3.25,9.75
2025-04-16,April,Croissant,Bakery,Suburban,2,3.75,7.5
2025-04-16,April,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-04-16,April,Latte,Beverage,Uptown,1,4.5,4.5
2025-04-16,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-16,April,Latte,Beverage,Uptown,3,4.5,13.5
2025-04-16,April,Croissant,Bakery,Downtown,2,3.75,7.5
2025-04-16,April,Muffin,Bakery,Downtown,1,3.25,3.25
2025-04-16,April,Muffin,Bakery,Downtown,2,3.25,6.5
2025-04-16,April,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-04-16,April,Muffin,Bakery,Uptown,1,3.25,3.25
2025-04-16,April,Latte,Beverage,Downtown,2,4.5,9.0
2025-04-16,April,Latte,Beverage,Suburban,2,4.5,9.0
2025-04-16,April,Muffin,Bakery,Suburban,1,3.25,3.25
2025-04-16,April,Latte,Beverage,Downtown,3,4.5,13.5
2025-04-16,April,Croissant,Bakery,Suburban,1,3.75,3.75
2025-04-16,April,Latte,Beverage,Downtown,3,4.5,13.5
2025-04-16,April,Croissant,Bakery,Suburban,1,3.75,3.75
2025-04-16,April,Cold Brew,Beverage,Suburban,3,4.0,12.0
